# Conditions: NA =  10  NB =  20  Chi =  0.3
# Spinordal_1 =  0.185666510612  Spinordal_2 =  0.897666822722
# Binordal_1 =  0.993225525988 Binordal_2 = 0.0384811113975
#
# tangent line: y=ax + b, a=  0.00311460950916 , b =  -0.00344187025163
#  0.00311460950916  * x +  -0.00344187025163
#
# Free Energy
# Phi 	Free Energy
0.302 	0.0145316739494
0.303 	0.0145986191463
0.304 	0.0146653661128
0.305 	0.0147319138663
0.306 	0.0147982614318
0.307 	0.0148644078414
0.308 	0.0149303521345
0.309 	0.0149960933579
0.31 	0.0150616305654
0.311 	0.0151269628179
0.312 	0.0151920891833
0.313 	0.0152570087366
0.314 	0.0153217205594
0.315 	0.0153862237404
0.316 	0.015450517375
0.317 	0.0155146005653
0.318 	0.0155784724199
0.319 	0.0156421320544
0.32 	0.0157055785904
0.321 	0.0157688111563
0.322 	0.015831828887
0.323 	0.0158946309235
0.324 	0.0159572164133
0.325 	0.0160195845101
0.326 	0.0160817343738
0.327 	0.0161436651704
0.328 	0.0162053760722
0.329 	0.0162668662572
0.33 	0.0163281349098
0.331 	0.01638918122
0.332 	0.0164500043839
0.333 	0.0165106036035
0.334 	0.0165709780863
0.335 	0.0166311270459
0.336 	0.0166910497014
0.337 	0.0167507452776
0.338 	0.0168102130049
0.339 	0.0168694521194
0.34 	0.0169284618626
0.341 	0.0169872414815
0.342 	0.0170457902284
0.343 	0.0171041073614
0.344 	0.0171621921434
0.345 	0.0172200438431
0.346 	0.0172776617341
0.347 	0.0173350450956
0.348 	0.0173921932116
0.349 	0.0174491053714
0.35 	0.0175057808695
0.351 	0.0175622190055
0.352 	0.0176184190837
0.353 	0.0176743804137
0.354 	0.01773010231
0.355 	0.017785584092
0.356 	0.0178408250839
0.357 	0.0178958246148
0.358 	0.0179505820187
0.359 	0.0180050966342
0.36 	0.0180593678047
0.361 	0.0181133948784
0.362 	0.0181671772081
0.363 	0.0182207141512
0.364 	0.0182740050696
0.365 	0.0183270493301
0.366 	0.0183798463037
0.367 	0.018432395366
0.368 	0.0184846958973
0.369 	0.0185367472819
0.37 	0.018588548909
0.371 	0.0186401001717
0.372 	0.0186914004679
0.373 	0.0187424491994
0.374 	0.0187932457727
0.375 	0.0188437895981
0.376 	0.0188940800906
0.377 	0.0189441166691
0.378 	0.0189938987567
0.379 	0.0190434257808
0.38 	0.0190926971728
0.381 	0.0191417123682
0.382 	0.0191904708065
0.383 	0.0192389719315
0.384 	0.0192872151906
0.385 	0.0193352000356
0.386 	0.019382925922
0.387 	0.0194303923093
0.388 	0.0194775986609
0.389 	0.0195245444441
0.39 	0.0195712291302
0.391 	0.019617652194
0.392 	0.0196638131144
0.393 	0.019709711374
0.394 	0.0197553464592
0.395 	0.01980071786
0.396 	0.0198458250704
0.397 	0.0198906675877
0.398 	0.0199352449133
0.399 	0.0199795565519
0.4 	0.0200236020121
0.401 	0.0200673808059
0.402 	0.020110892449
0.403 	0.0201541364606
0.404 	0.0201971123636
0.405 	0.0202398196843
0.406 	0.0202822579525
0.407 	0.0203244267014
0.408 	0.0203663254679
0.409 	0.0204079537922
0.41 	0.0204493112179
0.411 	0.0204903972921
0.412 	0.0205312115653
0.413 	0.0205717535912
0.414 	0.0206120229269
0.415 	0.0206520191331
0.416 	0.0206917417735
0.417 	0.0207311904152
0.418 	0.0207703646287
0.419 	0.0208092639875
0.42 	0.0208478880686
0.421 	0.0208862364521
0.422 	0.0209243087213
0.423 	0.0209621044628
0.424 	0.0209996232663
0.425 	0.0210368647247
0.426 	0.021073828434
0.427 	0.0211105139934
0.428 	0.021146921005
0.429 	0.0211830490744
0.43 	0.02121889781
0.431 	0.0212544668232
0.432 	0.0212897557287
0.433 	0.0213247641441
0.434 	0.0213594916901
0.435 	0.0213939379903
0.436 	0.0214281026713
0.437 	0.0214619853629
0.438 	0.0214955856977
0.439 	0.0215289033111
0.44 	0.0215619378418
0.441 	0.0215946889312
0.442 	0.0216271562237
0.443 	0.0216593393664
0.444 	0.0216912380096
0.445 	0.0217228518064
0.446 	0.0217541804126
0.447 	0.021785223487
0.448 	0.0218159806911
0.449 	0.0218464516895
0.45 	0.0218766361494
0.451 	0.0219065337409
0.452 	0.0219361441367
0.453 	0.0219654670126
0.454 	0.0219945020469
0.455 	0.0220232489209
0.456 	0.0220517073184
0.457 	0.0220798769262
0.458 	0.0221077574336
0.459 	0.0221353485328
0.46 	0.0221626499186
0.461 	0.0221896612885
0.462 	0.0222163823427
0.463 	0.0222428127842
0.464 	0.0222689523185
0.465 	0.0222948006538
0.466 	0.0223203575011
0.467 	0.0223456225738
0.468 	0.0223705955881
0.469 	0.0223952762629
0.47 	0.0224196643194
0.471 	0.0224437594817
0.472 	0.0224675614764
0.473 	0.0224910700327
0.474 	0.0225142848824
0.475 	0.0225372057597
0.476 	0.0225598324017
0.477 	0.0225821645478
0.478 	0.02260420194
0.479 	0.0226259443229
0.48 	0.0226473914436
0.481 	0.0226685430516
0.482 	0.0226893988992
0.483 	0.0227099587409
0.484 	0.022730222334
0.485 	0.0227501894381
0.486 	0.0227698598154
0.487 	0.0227892332304
0.488 	0.0228083094504
0.489 	0.0228270882448
0.49 	0.0228455693858
0.491 	0.0228637526478
0.492 	0.0228816378078
0.493 	0.0228992246453
0.494 	0.0229165129421
0.495 	0.0229335024824
0.496 	0.0229501930531
0.497 	0.0229665844432
0.498 	0.0229826764443
0.499 	0.0229984688505
0.5 	0.023013961458
0.501 	0.0230291540657
0.502 	0.0230440464749
0.503 	0.023058638489
0.504 	0.0230729299141
0.505 	0.0230869205586
0.506 	0.0231006102331
0.507 	0.0231139987509
0.508 	0.0231270859274
0.509 	0.0231398715806
0.51 	0.0231523555306
0.511 	0.0231645376
0.512 	0.0231764176138
0.513 	0.0231879953993
0.514 	0.0231992707862
0.515 	0.0232102436065
0.516 	0.0232209136945
0.517 	0.023231280887
0.518 	0.0232413450229
0.519 	0.0232511059437
0.52 	0.0232605634929
0.521 	0.0232697175168
0.522 	0.0232785678635
0.523 	0.0232871143838
0.524 	0.0232953569307
0.525 	0.0233032953595
0.526 	0.0233109295278
0.527 	0.0233182592957
0.528 	0.0233252845253
0.529 	0.0233320050812
0.53 	0.0233384208304
0.531 	0.0233445316419
0.532 	0.0233503373874
0.533 	0.0233558379406
0.534 	0.0233610331777
0.535 	0.023365922977
0.536 	0.0233705072192
0.537 	0.0233747857874
0.538 	0.023378758567
0.539 	0.0233824254454
0.54 	0.0233857863126
0.541 	0.0233888410609
0.542 	0.0233915895847
0.543 	0.0233940317809
0.544 	0.0233961675485
0.545 	0.0233979967889
0.546 	0.0233995194059
0.547 	0.0234007353054
0.548 	0.0234016443957
0.549 	0.0234022465875
0.55 	0.0234025417935
0.551 	0.0234025299291
0.552 	0.0234022109116
0.553 	0.0234015846608
0.554 	0.0234006510989
0.555 	0.0233994101503
0.556 	0.0233978617415
0.557 	0.0233960058017
0.558 	0.0233938422621
0.559 	0.0233913710563
0.56 	0.0233885921203
0.561 	0.0233855053923
0.562 	0.0233821108128
0.563 	0.0233784083246
0.564 	0.0233743978731
0.565 	0.0233700794056
0.566 	0.023365452872
0.567 	0.0233605182244
0.568 	0.0233552754172
0.569 	0.0233497244074
0.57 	0.0233438651539
0.571 	0.0233376976183
0.572 	0.0233312217644
0.573 	0.0233244375582
0.574 	0.0233173449684
0.575 	0.0233099439656
0.576 	0.0233022345232
0.577 	0.0232942166166
0.578 	0.0232858902237
0.579 	0.0232772553249
0.58 	0.0232683119026
0.581 	0.0232590599419
0.582 	0.0232494994303
0.583 	0.0232396303573
0.584 	0.0232294527152
0.585 	0.0232189664985
0.586 	0.0232081717041
0.587 	0.0231970683313
0.588 	0.0231856563819
0.589 	0.0231739358598
0.59 	0.0231619067718
0.591 	0.0231495691267
0.592 	0.023136922936
0.593 	0.0231239682134
0.594 	0.0231107049752
0.595 	0.02309713324
0.596 	0.0230832530291
0.597 	0.023069064366
0.598 	0.0230545672768
0.599 	0.02303976179
0.6 	0.0230246479366
0.601 	0.02300922575
0.602 	0.0229934952663
0.603 	0.0229774565239
0.604 	0.0229611095637
0.605 	0.0229444544293
0.606 	0.0229274911667
0.607 	0.0229102198243
0.608 	0.0228926404533
0.609 	0.0228747531071
0.61 	0.0228565578421
0.611 	0.0228380547168
0.612 	0.0228192437925
0.613 	0.0228001251331
0.614 	0.022780698805
0.615 	0.0227609648773
0.616 	0.0227409234216
0.617 	0.0227205745121
0.618 	0.0226999182256
0.619 	0.0226789546417
0.62 	0.0226576838426
0.621 	0.0226361059129
0.622 	0.0226142209401
0.623 	0.0225920290145
0.624 	0.0225695302286
0.625 	0.0225467246782
0.626 	0.0225236124613
0.627 	0.0225001936788
0.628 	0.0224764684345
0.629 	0.0224524368347
0.63 	0.0224280989886
0.631 	0.0224034550079
0.632 	0.0223785050074
0.633 	0.0223532491046
0.634 	0.0223276874197
0.635 	0.0223018200758
0.636 	0.0222756471987
0.637 	0.0222491689172
0.638 	0.0222223853628
0.639 	0.02219529667
0.64 	0.0221679029762
0.641 	0.0221402044215
0.642 	0.022112201149
0.643 	0.0220838933049
0.644 	0.022055281038
0.645 	0.0220263645002
0.646 	0.0219971438466
0.647 	0.0219676192349
0.648 	0.021937790826
0.649 	0.0219076587838
0.65 	0.0218772232753
0.651 	0.0218464844702
0.652 	0.0218154425418
0.653 	0.021784097666
0.654 	0.021752450022
0.655 	0.0217204997921
0.656 	0.0216882471618
0.657 	0.0216556923197
0.658 	0.0216228354574
0.659 	0.0215896767698
0.66 	0.0215562164552
0.661 	0.0215224547148
0.662 	0.0214883917533
0.663 	0.0214540277784
0.664 	0.0214193630013
0.665 	0.0213843976364
0.666 	0.0213491319015
0.667 	0.0213135660176
0.668 	0.0212777002092
0.669 	0.021241534704
0.67 	0.0212050697334
0.671 	0.0211683055319
0.672 	0.0211312423377
0.673 	0.0210938803924
0.674 	0.021056219941
0.675 	0.021018261232
0.676 	0.0209800045176
0.677 	0.0209414500536
0.678 	0.020902598099
0.679 	0.0208634489169
0.68 	0.0208240027738
0.681 	0.0207842599398
0.682 	0.0207442206887
0.683 	0.0207038852983
0.684 	0.0206632540498
0.685 	0.0206223272282
0.686 	0.0205811051226
0.687 	0.0205395880255
0.688 	0.0204977762335
0.689 	0.0204556700472
0.69 	0.0204132697707
0.691 	0.0203705757125
0.692 	0.0203275881846
0.693 	0.0202843075035
0.694 	0.0202407339893
0.695 	0.0201968679663
0.696 	0.020152709763
0.697 	0.0201082597118
0.698 	0.0200635181496
0.699 	0.0200184854171
0.7 	0.0199731618594
0.701 	0.0199275478259
0.702 	0.0198816436702
0.703 	0.0198354497502
0.704 	0.0197889664282
0.705 	0.0197421940711
0.706 	0.0196951330497
0.707 	0.0196477837399
0.708 	0.0196001465216
0.709 	0.0195522217794
0.71 	0.0195040099028
0.711 	0.0194555112853
0.712 	0.0194067263256
0.713 	0.0193576554269
0.714 	0.019308298997
0.715 	0.0192586574487
0.716 	0.0192087311996
0.717 	0.019158520672
0.718 	0.0191080262933
0.719 	0.0190572484958
0.72 	0.0190061877166
0.721 	0.0189548443982
0.722 	0.018903218988
0.723 	0.0188513119385
0.724 	0.0187991237074
0.725 	0.0187466547577
0.726 	0.0186939055576
0.727 	0.0186408765809
0.728 	0.0185875683063
0.729 	0.0185339812183
0.73 	0.0184801158069
0.731 	0.0184259725674
0.732 	0.018371552001
0.733 	0.0183168546141
0.734 	0.0182618809194
0.735 	0.0182066314348
0.736 	0.0181511066843
0.737 	0.0180953071979
0.738 	0.0180392335112
0.739 	0.0179828861661
0.74 	0.0179262657104
0.741 	0.0178693726981
0.742 	0.0178122076892
0.743 	0.0177547712501
0.744 	0.0176970639537
0.745 	0.0176390863789
0.746 	0.0175808391112
0.747 	0.0175223227427
0.748 	0.0174635378721
0.749 	0.0174044851046
0.75 	0.0173451650521
0.751 	0.0172855783336
0.752 	0.0172257255746
0.753 	0.0171656074079
0.754 	0.017105224473
0.755 	0.0170445774168
0.756 	0.0169836668931
0.757 	0.0169224935632
0.758 	0.0168610580957
0.759 	0.0167993611664
0.76 	0.016737403459
0.761 	0.0166751856645
0.762 	0.0166127084817
0.763 	0.0165499726172
0.764 	0.0164869787854
0.765 	0.0164237277088
0.766 	0.0163602201177
0.767 	0.0162964567508
0.768 	0.016232438355
0.769 	0.0161681656855
0.77 	0.016103639506
0.771 	0.0160388605886
0.772 	0.0159738297142
0.773 	0.0159085476725
0.774 	0.0158430152619
0.775 	0.01577723329
0.776 	0.0157112025734
0.777 	0.0156449239378
0.778 	0.0155783982183
0.779 	0.0155116262596
0.78 	0.0154446089158
0.781 	0.0153773470506
0.782 	0.0153098415377
0.783 	0.0152420932607
0.784 	0.0151741031133
0.785 	0.0151058719991
0.786 	0.0150374008326
0.787 	0.0149686905382
0.788 	0.0148997420513
0.789 	0.014830556318
0.79 	0.0147611342951
0.791 	0.0146914769506
0.792 	0.0146215852638
0.793 	0.0145514602252
0.794 	0.0144811028369
0.795 	0.0144105141125
0.796 	0.0143396950778
0.797 	0.0142686467703
0.798 	0.0141973702398
0.799 	0.0141258665483
0.8 	0.0140541367705
0.801 	0.0139821819938
0.802 	0.0139100033185
0.803 	0.0138376018578
0.804 	0.0137649787383
0.805 	0.0136921351001
0.806 	0.0136190720969
0.807 	0.0135457908963
0.808 	0.01347229268
0.809 	0.0133985786439
0.81 	0.0133246499986
0.811 	0.0132505079692
0.812 	0.0131761537959
0.813 	0.0131015887341
0.814 	0.0130268140545
0.815 	0.0129518310435
0.816 	0.0128766410035
0.817 	0.012801245253
0.818 	0.012725645127
0.819 	0.0126498419771
0.82 	0.0125738371718
0.821 	0.012497632097
0.822 	0.0124212281559
0.823 	0.0123446267698
0.824 	0.0122678293777
0.825 	0.0121908374373
0.826 	0.0121136524249
0.827 	0.0120362758358
0.828 	0.0119587091847
0.829 	0.0118809540059
0.83 	0.0118030118537
0.831 	0.0117248843028
0.832 	0.0116465729485
0.833 	0.0115680794075
0.834 	0.0114894053174
0.835 	0.0114105523381
0.836 	0.0113315221515
0.837 	0.011252316462
0.838 	0.0111729369973
0.839 	0.0110933855083
0.84 	0.0110136637699
0.841 	0.0109337735811
0.842 	0.0108537167659
0.843 	0.0107734951733
0.844 	0.0106931106783
0.845 	0.0106125651817
0.846 	0.0105318606112
0.847 	0.0104509989217
0.848 	0.0103699820956
0.849 	0.0102888121439
0.85 	0.010207491106
0.851 	0.0101260210511
0.852 	0.010044404078
0.853 	0.00996264231617
0.854 	0.00988073792637
0.855 	0.00979869310105
0.856 	0.00971651006514
0.857 	0.0096341910767
0.858 	0.0095517384276
0.859 	0.00946915444422
0.86 	0.00938644148822
0.861 	0.0093036019572
0.862 	0.00922063828556
0.863 	0.00913755294524
0.864 	0.00905434844654
0.865 	0.00897102733898
0.866 	0.00888759221214
0.867 	0.00880404569657
0.868 	0.00872039046466
0.869 	0.00863662923165
0.87 	0.00855276475656
0.871 	0.00846879984321
0.872 	0.00838473734122
0.873 	0.00830058014713
0.874 	0.00821633120546
0.875 	0.00813199350986
0.876 	0.00804757010425
0.877 	0.00796306408411
0.878 	0.00787847859761
0.879 	0.00779381684702
0.88 	0.00770908208993
0.881 	0.00762427764072
0.882 	0.00753940687193
0.883 	0.00745447321573
0.884 	0.00736948016547
0.885 	0.00728443127722
0.886 	0.00719933017144
0.887 	0.00711418053462
0.888 	0.00702898612104
0.889 	0.00694375075461
0.89 	0.00685847833068
0.891 	0.00677317281804
0.892 	0.0066878382609
0.893 	0.00660247878098
0.894 	0.0065170985797
0.895 	0.00643170194037
0.896 	0.00634629323058
0.897 	0.0062608769046
0.898 	0.00617545750588
0.899 	0.00609003966969
0.9 	0.00600462812583
0.901 	0.00591922770143
0.902 	0.00583384332393
0.903 	0.00574848002414
0.904 	0.0056631429394
0.905 	0.0055778373169
0.906 	0.00549256851717
0.907 	0.00540734201766
0.908 	0.00532216341653
0.909 	0.00523703843654
0.91 	0.00515197292918
0.911 	0.00506697287895
0.912 	0.00498204440779
0.913 	0.00489719377983
0.914 	0.00481242740621
0.915 	0.00472775185025
0.916 	0.0046431738328
0.917 	0.00455870023784
0.918 	0.00447433811836
0.919 	0.00439009470257
0.92 	0.00430597740037
0.921 	0.00422199381012
0.922 	0.00413815172582
0.923 	0.00405445914462
0.924 	0.0039709242747
0.925 	0.00388755554363
0.926 	0.00380436160711
0.927 	0.00372135135822
0.928 	0.00363853393714
0.929 	0.00355591874148
0.93 	0.0034735154371
0.931 	0.00339133396963
0.932 	0.00330938457662
0.933 	0.00322767780039
0.934 	0.00314622450169
0.935 	0.00306503587413
0.936 	0.00298412345958
0.937 	0.00290349916445
0.938 	0.00282317527705
0.939 	0.00274316448607
0.94 	0.00266347990022
0.941 	0.00258413506929
0.942 	0.00250514400651
0.943 	0.00242652121255
0.944 	0.00234828170113
0.945 	0.00227044102654
0.946 	0.00219301531307
0.947 	0.00211602128672
0.948 	0.00203947630923
0.949 	0.00196339841472
0.95 	0.0018878063493
0.951 	0.00181271961373
0.952 	0.00173815850966
0.953 	0.00166414418966
0.954 	0.00159069871154
0.955 	0.00151784509739
0.956 	0.00144560739788
0.957 	0.00137401076239
0.958 	0.00130308151565
0.959 	0.00123284724177
0.96 	0.00116333687632
0.961 	0.0010945808078
0.962 	0.00102661098937
0.963 	0.000959461062455
0.964 	0.000893166493632
0.965 	0.000827764726824
0.966 	0.000763295352833
0.967 	0.00069980029886
0.968 	0.00063732404101
0.969 	0.000575913843376
0.97 	0.000515620028003
0.971 	0.000456496280878
0.972 	0.000398600000161
0.973 	0.000341992694216
0.974 	0.000286740438674
0.975 	0.000232914403889
0.976 	0.0001805914669
0.977 	0.000129854925514
0.978 	8.07953367659e-05
0.979 	3.35115080641e-05
0.98 	-1.18883225451e-05
0.981 	-5.52850696105e-05
0.982 	-9.65470846147e-05
0.983 	-0.000135528058165
0.984 	-0.000172064427294
0.985 	-0.0002059721327
0.986 	-0.000237042508376
0.987 	-0.000265036992441
0.988 	-0.000289680203462
0.989 	-0.000310650697248
0.99 	-0.000327568342491
0.991 	-0.000339976610769
0.992 	-0.00034731692729
0.993 	-0.000348890058715
0.994 	-0.000343795132087
0.995 	-0.00033082725308
0.996 	-0.000308291114767
0.997 	-0.000273620997871
0.998 	-0.000222460676375
0.999 	-0.000145637747274


